"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10282","Verify that .txt file cannot be uploaded as project logo","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUploadInvalidLogo"
"","6125","Verify that project cannot be created with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkEmptyProject"
"","42311","Verify that .txt file cannot be uploaded","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkUploadInvalidImportFile"
"","42389","Verify that user cannot log in with incorrect username or password","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginWithInvalidCredentials"
"","42229","Verify that user can successfully create project with required fields only","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithRequiredFields"
"","5232","Verify that project cannot be created without project name","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutName"
"","9383","Verify that project cannot be updated without name","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutName"
"","4721","Verifies that user can: create project with valid data, get created project, delete project","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","checkCRUDProject"
"","1586","Verifies that user can: create, get, update and delete test suite","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkCRUDTestSuite"
"","615","Verifies that user can's update test suite with incorrect parameter 'Parent Id'","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkUpdateTestSuiteWithIncorrectData"
"","797","Verifies that user can create project with only required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithRequiredFields"
"","12201","Verify that project fields can be updated by appending 'Update'","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkAppendUpdateToProjectFields"
"","10790","Verify that .csv file can be uploaded","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkUploadValidImportFile"
"","9772","Verify that project cannot be updated without code","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutCode"
"","274","Verifies that user can't create test suite without title","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkCreateTestSuiteWithoutTitle"
"","7832","Verify that user can create a project without adding members","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithoutMembers"
"","1864","Verify that user can enable and disable Remember me checkbox","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRememberMeCheckboxState"
"","2005","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","5358","Verify that project cannot be created when group access is selected without choosing a group","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkGroupAccessWithoutGroup"
"","14254","Verify that project name, code and description can be fully updated","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithNewData"
"","8555","Verify that project is not created after clicking Cancel button","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectIsNotCreatedAfterCancel"
"","42437","Verify that user can successfully log in with valid credentials","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginSuccessful"
"","631","Verifies that user can's delete test suite with incorrect parameter 'Destination Id'","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkDeleteTestSuiteWithNonExistingDestinationId"
"","11658","Verify that .jpg logo can be uploaded","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUploadValidLogo"
"","269","Verifies that user can't get test suite by non-existent id","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkGetTestSuiteByNonExistentId"
"","42323","Verify that suite is not created after clicking Cancel button","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkSuiteIsNotCreationAfterCancel"
